lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3020-16		К его обоснованию Кант приходит следующим путем: человек в своих поступках может руководствоваться различными правилами, но эти правила имеют далеко не одинаковую цену и обязательность.	6:17	0:185
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3070-16		Об этом необходимо сказать, так как уже нередко пользовались таким обоснованием, чтобы, не долго думая, отклонить наши предложения или даже высмеять их.	67:79	0:152
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3050-16		Нет спора, что этот идеал является гораздо возвышеннее предыдущего, но попытка его обоснования с точки зрения позитивизма ведет к еще большим трудностям.	83:94	0:153
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3018-16		На основании всего изложенного выше, в настоящее время мы можем утверждать, что существование сил светового давления, как со стороны теоретического обоснования Максвеллом и Бартоли, так и со стороны полного экспериментального обследования этих сил, вне сомнения, является вполне доказанным.	148:159	0:290
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3052-16		Это -- "горнило футуризма", его научное обоснование.	40:51	0:52
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3030-16		К классикам они относятся вполне сознательно, почерпая у них именно то, что им необходимо, -- обоснование прав личности.	94:105	0:120
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3054-16		Таким образом, исследование Никольса и Гулля, произведенное при наивыгоднейшем давлении в 12 мм, можно рассматривать как опытное доказательство существования светового давления, т. е. того непосредственного действия световых волн на твердые тела, которое не требует присутствия газа, только допуская вместе с ними указанную выше гипотезу, которую надо принять на веру, так как нет ни экспериментальных, ни теоретических ее обоснований.	423:434	0:435
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3032-16		Но обосновывать интуитивизм значит быть в интуитивизме до всякого обоснования и отрицать место вне интуитивизма; утверждать мистицизм значит быть в мистицизме и отрицать возможность пребывания вне его.	66:77	0:201
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3034-16		Какая в этом случае может быть мораль, на что нужна идея долга Какое требуется обоснование нравственных действий Они -- свободное и необходимое проявление самого существа человека.	79:90	0:180
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3036-16		В "Эмблематике смысла" я даю негативное обоснование доктрины символизма; положительное ее раскрытие я откладываю; считаю нужным здесь только сказать, что символизм есть для меня некоторое религиозное исповедание, имеющее свои догматы; все возражения методологическому догматизму, которые встретит читатель в моей книге, вовсе не касаются жизненных догматов; дисциплина и догмат, теория и догмат -- несоизмеримы, потому что догмат есть Слово, ставшее Плотью; но об этом лучше всего сказано в первой главе Евангелия от Иоанна.	40:51	0:524
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3016-16		В ней она нашла научное обоснование многих своих заветных мыслей, которые тут были приведены в стройную систему.	24:35	0:112
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3056-16		Еще шаг в критической философии -- и объект познания, вещь в себе, оказывается только мыслимым понятием; так улетучивается в пустоту объективно данный материал познания; изучение законов образования понятий является в то же время изучением законов объективного бытия; бытие становится формой мысли; обоснование этого положения в современной теоретической мысли принадлежит Риккерту.	299:310	0:382
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3038-16		Так называемая "практика", поскольку она противопоставляется "теории", является в некоторой части рутиной, в некоторой части плодом целесообразных устремлений, которым, правда, нельзя отказать в известном обосновании, но которые ни в коем случае не должны решать, должны ли быть приняты во внимание научно обоснованные требования врачей.	205:216	0:337
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3068-16		К П.Л.Лаврову, человеку больших знаний и широты мысли, хотя и лишенному творческого таланта, интеллигенция обращалась за философским обоснованием ее революционных социальных стремлений.	133:145	0:185
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3058-16		И в самом деле, Кант был слишком искусным мыслителем, чтобы не попытаться дать более глубокое обоснование своей системе.	94:105	0:120
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3042-16		. Мистика Ареопагита здесь прямо опирается на его онтологию и сама приводит к тем философским предпосылкам, которые требуются для ее обоснования.	133:144	0:145
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3040-16		Еще задолго до Кеплера в тогдашней науке установился взгляд, что световое излучение представляет собою испускание "световых частичек", которые прямолинейно несутся от светящегося тела в разные тела, производят на них давление; таким образом, гипотеза Кеплера о давлении света получала теоретическое обоснование в тех представлениях о природе света, которые не только в то время, но и долгое время спустя -- до начала XIX века -- считались основами физики.	299:310	0:455
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3060-16		Я вполне к этому присоединяюсь и думаю, что без понимания этих психологических религиозных основ никакое теоретически религиозное обоснование невозможно.	130:141	0:153
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3066-16		Роль магической палочки играет здесь "закон больших чисел", в своем научном математическом обосновании к тому же недоступный не-математикам.	91:102	0:140
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3026-16		Решительная критика и полное отрицание материальной субстанции является в искусных руках гениального епископа острым и надежным орудием для обоснования бытия бога.	140:151	0:163
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3024-16		Обоснование может быть дано не только чисто умозрительное, сводящее все к основным аксиомам, но и при помощи наглядности, делающее утверждение очевидным.	0:11	0:153
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3074-16		Мы знаем, что, в соответствии рационалистическому духу времени, и социализм притязает теперь быть "научным", однако все меньше и меньше остается людей, которых обманывает эта его наукообразность и которые действительно так наивны, чтобы верить в возможность научного обоснования социалистического хилиазма.	267:278	0:306
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3064-16		Одни отпадают, другие получают новое обоснование.	37:48	0:49
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3028-16		Теперь его политический индифферентизм получил идейное обоснование.	55:66	0:67
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3048-16		Лучшие образцы умозрения, именно прямой умозрительной индукции и косвенного умозрительного восприятия, встречаются при обосновании аксиом и постулатов.	119:130	0:151
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3022-16		Немецкие философы, создавшие этическое обоснование закона причинности, шли своим путем и, вероятно, даже не подозревали о существовании Ницше.	39:50	0:142
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3046-16		И дело в том, что последовательна г-жа Кодис, а не Вилли, который, столкнувшись с вопросом об эмпириокритическом обосновании биологического развития и не имея ни малейшей логической возможности разрешить этот вопрос, просто хватается то за одно, то за другое уклонение от исповедуемой им философской теории.	113:124	0:307
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3044-16		Вот почему по отношению к обоснованию гипотезы д-ра Котика, которую он подробно развивает в предисловии к книге "Мыслящие животные", возникает вполне естественный скептицизм.	26:37	0:174
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3072-16		И Лавров давал философскую санкцию стремлениям молодежи, обычно начиная свое обоснование издалека, с образования туманных масс.	77:88	0:127
обоснование	NOUN	1700	1700-1916	1700-1916_обоснование_3062-16		Представитель казенных железных дорог счел себя в праве указать московскому купечеству, что все жертвы ж. д. для развития русской торговли в Монголии окажутся напрасными, раз купечество преследует политику не прочного обоснования на рынке, a срывание с населения лишних денег, пользуясь случайным и временным положением на рынке.	218:229	0:329
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3055-16		Представляется, что обоснование морали и морального закона может быть укоренено только в последнем, метафизическом обосновании, потому что только оно оставляет свободу выбора вне детерминации и вне содержательного предписания.	20:31	0:226
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3059-16		Для обоснования соответствующих претензий психологии в очередной раз напомню слова В. И.	4:15	0:88
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3053-16		и полный пакет документов для обоснования применения НДС по налоговой ставке 0%.	30:41	0:80
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3061-16		Радикальная трансформация концептуальной схемы, происшедшая в средние века, связана прежде всего с теологическим обоснованием онтологии, с введением персонификации предельного сущего, обладающего сущностью (essentia) и существованием (existentia).	113:125	0:247
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3057-16		Гуго Мюнстерберг (1863-1916), посвятивший обоснованию этики специальную работу "Философия ценностей" (1908), видит в признании ценностей фундаментальный акт надындивидуальной воли.	42:53	0:180
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3051-16		Разработка проблемно-целевых социальных проектов осуществляется при соблюдении ряда методологических принципов, к числу которых можно отнести: -- принцип обоснования нормативной модели решения, опирающийся на знание об оптимальном состоянии управляемого объекта; -- принцип социальной целесообразности, предполагающий соответствие ожидаемых эффектов нормативным целям общественного развития; -- принцип "критического порога" модификации, предполагающий учет меры управляемости процессов и социально значимых следствий; -- принцип комплексности и условной равнозначности всех направлений взаимодействия человека с его природным, культурным и социальным окружением; -- принцип реалистичности и реализуемости, опирающийся на учет ресурсов и на наличие организационных форм для экспериментальной проверки и внедрения наиболее эффективного в социальном отношении варианта имеющихся проектных решений; -- принцип социально-воспроизводственной ценности и адекватности проектируемых перемен природе человека.	154:165	0:1000
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3065-16		Кратко осветим этапы иерархического подхода к обоснованию классификации лесов и способов ее реализации, используя имеющийся опыт предшественников.	46:57	0:146
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3045-16		Подводя итог рассмотрению натуралистической этики, мы можем сказать, что ее представители не могут дать обоснования объективности нравственных норм и тем самым разрешить вопрос, в чем же состоит сущность нравственности.	104:115	0:219
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3063-16		18 августа того же года данное решение Синода получило подробное библейское и богословское обоснование в особом Синодальном Послании.	91:102	0:133
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3023-16		После этого предстоит предпроектная работа, включающая разработку обоснования инвестиций (ОБИН), которое должно быть согласовано, в том числе с ОАО "Федеральная сетевая компания Единой энергетической системы" и ОАО "Системный оператор Единой энергетической системы".	66:77	0:266
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3069-16		Наше ощущение, что для обоснования Б не обязательно идти к целому, алфавиту, сперва приняло форму тог довода, что ведь всё-таки и без алфавита от буквы остаются хотя бы три черточки.	23:34	0:182
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3025-16		Рекомендуемые предельные выбросы NОХ следующие: Таким образом, экологическое обеспечение работ, проводимых ОАО "Промгаз" в области распределения и использования природного газа, связано с проблемами газификации регионов РФ, обоснования инвестиционных проектов и нормирования вредных выбросов, а также разработки экологически чистой газоиспользующей техники.	224:235	0:357
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3027-16		Чтобы применить это знание, необходимо, в свою очередь, выявить формы бытия, служащие обоснованием его основы.	86:98	0:110
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3073-16		Эффективное же ценностное обоснование империи должно включать две вещи.	26:37	0:71
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3075-16		По мнению руководителя Удмуртского республиканского фонда поддержки предпринимательства, высказанному в октябре 2001 г., только 5 % бизнес-проектов, направляемых бизнесменами в Фонд, имеют строгое финансовое, маркетинговое и техническое обоснование.	237:248	0:249
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3021-16		Многократное завышение числа нелегальных мигрантов, тенденциозные комментарии ситуации с акцентом на криминальные аспекты, нагнетание страстей могут использоваться для обоснования новых финансовых вливаний из бюджета в ведомства, ответственные за регулирование миграционных процессов в России (12).	168:179	0:298
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3047-16		Таким образом, административные противоречия только обозначают проблему и в ряде случаев дают некоторое обоснование ее возникновения.	104:115	0:133
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3071-16		Очень важно понять, что контрапунктическое произведение не может существовать само по себе и что оно обязательно должно иметь некое внеположное обоснование, подтверждающее реальность его существования.	144:155	0:201
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3043-16		Даже при обосновании широкомасштабных инвестиционных проектов, предусматривающих сотрудничество с Россией, ученые и политики Финляндии не считают возможным обойтись без предварительных кластерных исследований.	9:20	0:209
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3041-16		Однако, как только речь заходит о научном обосновании влияния музыки, вся кажущаяся простота разрешения загадки стремительно исчезает.	42:53	0:134
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3039-16		В рассуждениях Панина перспектива заключения союза выглядела обоснованием для согласия на проведение польских реформ.	61:73	0:117
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3037-16		Однако в деле обоснования отказа от принципа самоопределения наций новая политическая элита столкнулась с определенными трудностями.	14:25	0:132
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3033-16		Нужно лишь предоставить администрации района (округа, края) технико-экономическое обоснование, в котором были бы четко прописаны социальные преимущества такого решения.	82:93	0:168
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3031-16		Они как бы не замечают приложенной выписки из банка о зачислении на расчетный счет НПК тех самых 50 тысяч рублей со всеми документами обоснования этой операции.	134:145	0:160
