identifier1	identifier2	annotator	judgment	comment	lemma
1700-1916_предательство_3934-16	1992-2016_предательство_3935-16	0	4		предательство
1700-1916_предательство_3920-16	1992-2016_предательство_3921-16	0	4		предательство
1700-1916_предательство_3924-16	1992-2016_предательство_3925-16	0	4		предательство
1700-1916_предательство_3926-16	1992-2016_предательство_3927-16	0	3		предательство
1700-1916_предательство_3928-16	1992-2016_предательство_3929-16	0	4		предательство
1700-1916_предательство_3942-16	1992-2016_предательство_3943-16	0	4		предательство
1700-1916_предательство_3968-16	1992-2016_предательство_3969-16	0	4		предательство
1700-1916_предательство_3964-16	1992-2016_предательство_3965-16	0	4		предательство
1700-1916_предательство_3966-16	1992-2016_предательство_3967-16	0	4		предательство
1700-1916_предательство_3970-16	1992-2016_предательство_3971-16	0	4		предательство
1700-1916_предательство_3974-16	1992-2016_предательство_3975-16	0	3		предательство
1700-1916_предательство_3960-16	1992-2016_предательство_3961-16	0	4		предательство
1700-1916_предательство_3958-16	1992-2016_предательство_3959-16	0	3		предательство
1700-1916_предательство_3944-16	1992-2016_предательство_3945-16	0	4		предательство
1700-1916_предательство_3946-16	1992-2016_предательство_3947-16	0	4		предательство
1700-1916_предательство_3948-16	1992-2016_предательство_3949-16	0	4		предательство
1700-1916_предательство_3950-16	1992-2016_предательство_3951-16	0	4		предательство
1700-1916_предательство_3952-16	1992-2016_предательство_3953-16	0	4		предательство
1700-1916_предательство_3954-16	1992-2016_предательство_3955-16	0	4		предательство
1700-1916_предательство_3956-16	1992-2016_предательство_3957-16	0	4		предательство
1700-1916_предательство_3918-16	1992-2016_предательство_3919-16	0	4		предательство
1700-1916_предательство_3916-16	1992-2016_предательство_3917-16	0	3		предательство
1700-1916_предательство_3962-16	1992-2016_предательство_3963-16	0	4		предательство
1700-1916_предательство_3972-16	1992-2016_предательство_3973-16	0	3		предательство
1700-1916_предательство_3936-16	1992-2016_предательство_3937-16	0	4		предательство
1700-1916_предательство_3940-16	1992-2016_предательство_3941-16	0	3		предательство
1700-1916_предательство_3938-16	1992-2016_предательство_3939-16	0	4		предательство
1700-1916_предательство_3932-16	1992-2016_предательство_3933-16	0	4		предательство
1700-1916_предательство_3930-16	1992-2016_предательство_3931-16	0	4		предательство
1700-1916_предательство_3922-16	1992-2016_предательство_3923-16	0	4		предательство
1700-1916_предательство_3930-16	1992-2016_предательство_3931-16	1	4		предательство
1700-1916_предательство_3966-16	1992-2016_предательство_3967-16	1	4		предательство
1700-1916_предательство_3968-16	1992-2016_предательство_3969-16	1	3		предательство
1700-1916_предательство_3972-16	1992-2016_предательство_3973-16	1	4		предательство
1700-1916_предательство_3936-16	1992-2016_предательство_3937-16	1	4		предательство
1700-1916_предательство_3974-16	1992-2016_предательство_3975-16	1	4		предательство
1700-1916_предательство_3956-16	1992-2016_предательство_3957-16	1	4		предательство
1700-1916_предательство_3942-16	1992-2016_предательство_3943-16	1	4		предательство
1700-1916_предательство_3954-16	1992-2016_предательство_3955-16	1	4		предательство
1700-1916_предательство_3944-16	1992-2016_предательство_3945-16	1	4		предательство
1700-1916_предательство_3932-16	1992-2016_предательство_3933-16	1	4		предательство
1700-1916_предательство_3946-16	1992-2016_предательство_3947-16	1	4		предательство
1700-1916_предательство_3948-16	1992-2016_предательство_3949-16	1	4		предательство
1700-1916_предательство_3952-16	1992-2016_предательство_3953-16	1	4		предательство
1700-1916_предательство_3950-16	1992-2016_предательство_3951-16	1	4		предательство
1700-1916_предательство_3934-16	1992-2016_предательство_3935-16	1	4		предательство
1700-1916_предательство_3964-16	1992-2016_предательство_3965-16	1	4		предательство
1700-1916_предательство_3916-16	1992-2016_предательство_3917-16	1	1		предательство
1700-1916_предательство_3970-16	1992-2016_предательство_3971-16	1	4		предательство
1700-1916_предательство_3938-16	1992-2016_предательство_3939-16	1	3		предательство
1700-1916_предательство_3926-16	1992-2016_предательство_3927-16	1	3		предательство
1700-1916_предательство_3940-16	1992-2016_предательство_3941-16	1	4		предательство
1700-1916_предательство_3922-16	1992-2016_предательство_3923-16	1	4		предательство
1700-1916_предательство_3920-16	1992-2016_предательство_3921-16	1	3		предательство
1700-1916_предательство_3924-16	1992-2016_предательство_3925-16	1	4		предательство
1700-1916_предательство_3960-16	1992-2016_предательство_3961-16	1	3		предательство
1700-1916_предательство_3928-16	1992-2016_предательство_3929-16	1	4		предательство
1700-1916_предательство_3958-16	1992-2016_предательство_3959-16	1	3		предательство
1700-1916_предательство_3962-16	1992-2016_предательство_3963-16	1	4		предательство
1700-1916_предательство_3918-16	1992-2016_предательство_3919-16	1	4		предательство
1700-1916_предательство_3952-16	1992-2016_предательство_3953-16	2	4		предательство
1700-1916_предательство_3926-16	1992-2016_предательство_3927-16	2	4		предательство
1700-1916_предательство_3954-16	1992-2016_предательство_3955-16	2	4		предательство
1700-1916_предательство_3932-16	1992-2016_предательство_3933-16	2	4		предательство
1700-1916_предательство_3950-16	1992-2016_предательство_3951-16	2	4		предательство
1700-1916_предательство_3920-16	1992-2016_предательство_3921-16	2	4		предательство
1700-1916_предательство_3916-16	1992-2016_предательство_3917-16	2	4		предательство
1700-1916_предательство_3948-16	1992-2016_предательство_3949-16	2	4		предательство
1700-1916_предательство_3922-16	1992-2016_предательство_3923-16	2	4		предательство
1700-1916_предательство_3956-16	1992-2016_предательство_3957-16	2	4		предательство
1700-1916_предательство_3930-16	1992-2016_предательство_3931-16	2	4		предательство
1700-1916_предательство_3918-16	1992-2016_предательство_3919-16	2	4		предательство
1700-1916_предательство_3962-16	1992-2016_предательство_3963-16	2	4		предательство
1700-1916_предательство_3944-16	1992-2016_предательство_3945-16	2	4		предательство
1700-1916_предательство_3964-16	1992-2016_предательство_3965-16	2	4		предательство
1700-1916_предательство_3966-16	1992-2016_предательство_3967-16	2	4		предательство
1700-1916_предательство_3960-16	1992-2016_предательство_3961-16	2	4		предательство
1700-1916_предательство_3968-16	1992-2016_предательство_3969-16	2	4		предательство
1700-1916_предательство_3936-16	1992-2016_предательство_3937-16	2	4		предательство
1700-1916_предательство_3940-16	1992-2016_предательство_3941-16	2	4		предательство
1700-1916_предательство_3946-16	1992-2016_предательство_3947-16	2	4		предательство
1700-1916_предательство_3970-16	1992-2016_предательство_3971-16	2	4		предательство
1700-1916_предательство_3942-16	1992-2016_предательство_3943-16	2	3		предательство
1700-1916_предательство_3938-16	1992-2016_предательство_3939-16	2	2		предательство
1700-1916_предательство_3974-16	1992-2016_предательство_3975-16	2	4		предательство
1700-1916_предательство_3928-16	1992-2016_предательство_3929-16	2	4		предательство
1700-1916_предательство_3958-16	1992-2016_предательство_3959-16	2	4		предательство
1700-1916_предательство_3934-16	1992-2016_предательство_3935-16	2	4		предательство
1700-1916_предательство_3972-16	1992-2016_предательство_3973-16	2	4		предательство
1700-1916_предательство_3924-16	1992-2016_предательство_3925-16	2	4		предательство
