lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
брат	NOUN	1918	1918-1990	1918-1990_брат_1038		Я бегу и, завернув на Сергиевскую, догоняю Константина Гея, старшего брата моего товарища Вовки.	69:74	0:96	1038	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1039		Однако в конечном счете, в августе 1949 г. НОА разгромила своих противников и братья Ма вынуждены были бежать за границу.	78:84	0:121	1039	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1040		Говорят о предстоящем сенокосе, о видах на урожай, о налогах, о давней тяжбе с соседней деревней из-за какого-то лужка, о грозах, что в этом году слишком уж часто проходят над Кольцовкой, -- к чему бы это -- Илья Ефимыч! -- подал через стол голос женин брат, высокий, сутулый Игнат Хорьков.	253:257	0:290	1040	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1041		Земля была напичкана боеприпасами, и пытаясь разрядить найденный снаряд, от взрыва погибли ее старшие брат и сестра.	102:106	0:116	1041	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1042		Проходя, я бросила, как бы невзначай: -- Добро ютро, брачо! (доброе утро, братья!).	74:80	0:83	1042	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1043		Из родных и близких в последний путь его провожали лишь двоюродный брат, бывший командир 225 пехотного Ливенского полка полковник Г. Н.	67:71	0:135	1043	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1044		Маяковский -- нежный сын и брат, это не укладывалось в им самим уже тогда утверждаемый образ горлана и бунтаря.	27:31	0:111	1044	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1045		.. родного брата собиралась 20-летняя москвичка, проживающая в Ореховом проезде.	11:16	0:80	1045	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1046		Тогда затребовали пожарную команду, чтоб поливать народ, но (это уже, неверное, легенды) бабы распрягли лошадей и потащили со скамей своих мужей и братьев.	147:154	0:155	1046	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1047		-- Дикая Охота нам уже не страшна, сэр брат.	39:43	0:44	1047	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1048		Вместе с братьями он по реке спустился в море.	9:17	0:46	1048	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1049		А потом названые братья стали замечать, что захотелось им отдохнуть одним, без прекрасного окружения.	17:23	0:101	1049	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1050		-- Слово твое верно, свят отец и брат мой! -- согласился Самсоний.	33:37	0:66	1050	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1051		В случае смерти потерпевшего (кормильца) право на возмещение вреда имеют: нетрудоспособные лица, состоявшие на иждивении умершего или имевшие ко дню его смерти право на получение от него содержания; ребенок умершего, родившийся после его смерти; один из родителей, супруг либо другой член семьи независимо от его трудоспособности, который не работает и занят уходом за находившимися на иждивении умершего его детьми, внуками, братьями и сестрами, не достигшими четырнадцати лет либо хотя и достигшими указанного возраста, но по заключению медицинских органов нуждающимися по состоянию здоровья в постороннем уходе; лица, состоявшие на иждивении умершего и ставшие нетрудоспособными в течение пяти лет после его смерти.	426:434	0:718	1051	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1052		-- Дорогой брат и благодетель!	11:15	0:30	1052	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1053		Командиром огневого взвода этого дивизиона был мой брат.	51:55	0:56	1053	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1054		Второй брат Федор, являлся контрастом Риче.	7:11	0:43	1054	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1055		Знает он, как такие к его брату, силовику, относятся.	26:31	0:53	1055	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1056		Прежде чем принять обед у тибетца-ламы, я пошел к да-ламе -- младшему брату покойного Сайн-ноин-хана.	70:75	0:101	1056	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1057		"Майка с криком: ""Сейчас же отпусти Ваню!"" -- бросилась помогать брату."	67:72	0:70	1057	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1058		"Позднее в гимназии, я нигде так не любил бывать, как в семье лучшего товарища моего старшего брата, Якова Гинцбурга, где я командовал в ребяческих играх и затеях целой оравой ""жиденят"" разных возрастов; все это были преуморительные славные звереныши, и я плавал среди них, как рыба в воде."	94:99	0:289	1058	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1059		-- А мне, брат, всю ночь последнее совещание у министра снилось, -- пожаловался генерал.	10:14	0:88	1059	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1060		Ничем не хотелось ей нарушать наступивших вдруг после ухода брата спокойствия и странной легкости, словно ничто больше -- ни вещи, ни люди, ни обязанности -- не обременяло ее теперь.	60:65	0:182	1060	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1061		Кабан и вельможа были похожи, как братья.	34:40	0:41	1061	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1062		Она писала о своем первом поэтичном романе с морским офицером Дмитрием Павловичем Евреиновым, который приходился двоюродным братом моему деду со стороны матери.	124:130	0:160	1062	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1063		Теперь, когда у брата была своя квартира, он забыл этот эпизод.	16:21	0:63	1063	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1064		"Кримхильда говорит, что не поверит, будто ее братья и родня осмелились бы выдать ее за ""подданного"" (строфа 822)."	46:52	0:113	1064	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1065		На момент начала обыска в квартире находился двоюродный брат Кузнецова Анатолий Гусев.	56:60	0:86	1065	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1066		Вот, брат, какие судьба иной раз повороты делает.	5:9	0:49	1066	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1067		Арсений подошел было к брату Жану, но его отшвырнули ударом кулака.	23:28	0:67	1067	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1068		Наш друг, наш брат Литературная общественность Узбекистана в эти дни широко отмечает 60-летие выдающегося советского поэта и общественного деятели Мирзо Турсун-заде.	14:18	0:165	1068	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1069		В колхозе работал только младший брат Вася, да и то недолго.	33:37	0:60	1069	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1070		Я его почитал и любил, как своего родного брата.	42:47	0:48	1070	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1071		А за всем за этим стояла и судьба моего брата Юры, про него я ничего тогда не знал, да и сейчас знаю мало: он сам пошел в это страшное пекло 41-го года и погиб.	40:45	0:160	1071	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1072		"Вы понимаете, для кого это нужно, чтобы в России встал брат на брата, чтобы в погромах и пожарах испепелить последнее добро не только ""капиталистов"", но и рабочей и крестьянской бедноты Нет, не насилием, а законом и правом вы добьетесь и земли, и воли, и сносного существования."	56:60	0:278	1072	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1073		В третьем году, когда ему не было и двадцати лет, он безумно влюбился в Алешину гувернантку (Алеша был его семилетний двоюродный брат, сын маминой сестры, приехавшей из Саратова в Петербург показать Алешу врачам и надолго у них остановившейся).	129:133	0:244	1073	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1074		Видимо, брат бежал с ней от немцев к нашим и был убит миной или снарядом.	8:12	0:73	1074	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1075		Они уезжали всем кланом -- мама со своим мужем, отец с женой и их сыном, Сониным сводным братом, и матерью Эмиля.	89:95	0:113	1075	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1076		За два года до смерти отца умер в Новгороде старший брат, задумчивый князь Владимир, водивший некогда с Вышатой русское войско в греческую землю.	52:56	0:145	1076	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1077		.. почти как братья, да.	13:19	0:24	1077	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1078		Мой брат к 1 января 1898 года развернул Батуринский резервный полк в четырехбатальонный полевой, а 4 февраля он был назначен командиром 47-го пехотного Украинского его императорского высочества великого князя Владимира Александровича полка.	4:8	0:240	1078	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1079		Он вручил отцу и дяде Жоре две коробочки с часами, чтобы братья всегда жили в дружбе и в едином времени.	57:63	0:104	1079	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1080		И хоть я не верю, что они когда-нибудь придут, но всё же ощущаю у пруда какое-то боязное чувство, оттого, что нас с братом двое, а их, крестьянских мальчиков, так много; и я еще горячей кричу, что всё это глупости, а если они и придут, то я перестреляю их из монте-криста!	116:122	0:272	1080	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1081		"Мой ереванский приятель, полуармянин-полуеврей, судьба которого меня беспокоила (он, родившийся в Горьком, но потянувшийся к армянским корням, переехавший в Ереван, изучивший труднейший язык, был вначале до обиды прохладно встречен коренной литературной средой), с чего-то вдруг произнес тост за ""старшего брата"" -- получалось, в моем лице."	308:313	0:340	1081	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1082		Самому, брат, надо.	8:12	0:19	1082	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1083		Просто за тебя Полина просила, а я с ее двоюродным братом в одном гарнизоне вместе служил, из-за этого хотел помочь.	51:57	0:116	1083	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1084		Пулеметчик хотел бы поговорить сейчас с политруком, рассказать ему про брата, и про племянника, и про Сибирь.	71:76	0:109	1084	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1085		Вернулся на родину, списался со старшим братом, который работал в Ревеле, позже Таллине, а нынче Таллинне, по эстонской транскрипции.	40:46	0:133	1085	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1086		Там жило пять хорошеньких сестер, было весело, сравнительно вольно, приезжало множество родных -- двоюродных, троюродных, четвероюродных братьев и сестер, просто друзей.	137:144	0:169	1086	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1087		-- Что тебе в голову взбрело плеваться Когда теперь сподобятся еще собраться эти братья по разуму от разных отцов Ну!	81:87	0:117	1087	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1088		Новичок, попавший в эту школу, спросил у одного из учащихся: -- А почему вы школу зовете ШКИД -- Потому, -- ответил тот, -- что это, брат, по-советски.	133:137	0:151	1088	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1089		Василий встал посреди комнаты, разведя в сторону руки, с неподдельным презрением глядя на братьев.	90:97	0:98	1089	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1090		У брата собирались молодые офицеры.	2:7	0:35	1090	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1091		В конце концов преследуемый повсюду неудачами Давыд решает повиниться перед братьями.	76:84	0:85	1091	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1092		-- Да смотри, брат, ухо-то держи востро.	14:18	0:40	1092	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1093		Хоронили его в Пушкине, там, где Ирина оставила в земле своего младшего брата и мать.	72:77	0:85	1093	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1094		Затем наследники, три брата и сестра, переругались, обсуждая, что -- кому.	22:27	0:74	1094	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1095		Амерханов Ислам Якубович, задержан 29.08.99 г., уголовное дело возбуждено по ст. 222, ч.1. Согласно заявлению его брата Н.Я. Амирханова, Ислам Амерханов был задержан работниками РУОПа Зеленоградского УВД (Готсом, Глушко, Лебедевым) возле дома по адресу: г.	114:119	0:256	1095	rushifteval	ru
брат	NOUN	1918	1918-1990	1918-1990_брат_1096		Вагонный штабс-капитан не видел Николая Ливитина; перед братом Юрий -- как гадкий утенок, из которого когда-то вырастет такой же белый и сильный лебедь.	56:62	0:152	1096	rushifteval	ru
брат	NOUN	1992	1992-2016	1992-2016_брат_1097		Но брат, словно окаменев, молчал.	3:7	0:33	1097	rushifteval	ru
