lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
формула	NOUN	1700	1700-1916	1700-1916_формула_5806-16		Дело не в "лакмусовой бумажке", не в формулах, не в записанных и пропечатанных требованиях, не в разграничении наперед лицемерных и нелицемерных "друзей народа", а в реальном единстве борьбы, в неослабевающей критике со стороны социал-демократов каждого "нетвердого" шага буржуазной демократии.	37:45	0:294
формула	NOUN	1700	1700-1916	1700-1916_формула_5780-16		Принимая скорость света F = 3 108 м/сек, мы можем вычислить но формуле (1) то давление Р, которое производит пучок солнечных лучей с поперечным сечением в 1 см2 на поглощающее тело, находящееся от Солнца на таком расстоянии, как Земля formula или в абсолютной мере formula.	63:70	0:273
формула	NOUN	1700	1700-1916	1700-1916_формула_5786-16		Все это сухие условности, все это логические формулы, прячущиеся за религиозную риторику.	45:52	0:89
формула	NOUN	1700	1700-1916	1700-1916_формула_5778-16		В том случае, когда дан треугольник АА1М, мы найдем углы ф, ф1, входящие в наши формулы, заметив, что по сказанному в § 8 об определении углов А, А1 треугольника АА1М, те же углы А, А1 будут получаться при таких различных величинах ф, ф1: formula.	80:87	0:247
формула	NOUN	1700	1700-1916	1700-1916_формула_5804-16		Эта формула и установлена Ганеманом и гласит: similia similibus curantur; она утверждает эмпирически факт опыта и наблюдения, что между болезнью пациента и лекарством, долженствующим его излечить, должно существовать гомеопатическое отношение, т.е. отношение сходства или подобия -- другими словами, лекарство должно быть в состоянии возбуждать в здоровом человеческом организме болезненное состояние или лекарственную болезнь, наивозможно сходную с болезнью данного пациента.	4:11	0:476
формула	NOUN	1700	1700-1916	1700-1916_формула_5788-16		Было ли то следствием любви и юности, когда сердце стремилось к широкой жизни, а голова, наполненная богатым запасом латинских склонений и неправильных глаголов, -- к не менее широким обобщениям; или эта меланхолическая формула явилась результатом бесчисленного множества случайностей, сыпавшихся мне на голову, -- повторяю, не помню.	220:227	0:334
формула	NOUN	1700	1700-1916	1700-1916_формула_5792-16		Но они показывают только, что формула жизни индивида, его я может сильно изменяться вообще.	30:37	0:91
формула	NOUN	1700	1700-1916	1700-1916_формула_5822-16		Вернемся теперь к формуле Маркса.	18:25	0:33
формула	NOUN	1700	1700-1916	1700-1916_формула_5834-16		Мы это вывели, предполагая центр О выше точки М. Делая противное предположение, мы находим ту же формулу с знаком -, а потому, чтобы обнять оба случая, мы возьмем ее с двойным знаком.	97:104	0:183
формула	NOUN	1700	1700-1916	1700-1916_формула_5776-16		Предложено было даже несколько формул для определения того, что такое настоящий прогресс, но до сих пор не удалось этого выполнить.	31:37	0:131
формула	NOUN	1700	1700-1916	1700-1916_формула_5832-16		О, тень возлюбленная! не ошибкой ли, однако, высказала ты разрешительную формулу повтори!	73:80	0:89
формула	NOUN	1700	1700-1916	1700-1916_формула_5830-16		Вследствие этих равенств формула (6) по внесении в нее formula вместо z приводится к следующему: formula.	25:32	0:105
формула	NOUN	1700	1700-1916	1700-1916_формула_5828-16		А уж какое тут братство, когда заране делятся и определяют, кто сколько заслужил и что каждому надо делать Впрочем, провозглашена была формула: "Каждый для всех и все для каждого".	135:142	0:180
формула	NOUN	1700	1700-1916	1700-1916_формула_5782-16		Целые страницы цифр и формул выступали перед моим внутренним зрением с такой ясностью, что я мог перечитывать их строчка за строчкой.	22:28	0:133
формула	NOUN	1700	1700-1916	1700-1916_формула_5826-16		Небезразлично, например, будет ли химическое строение вещества таким, каким его выражает формула или формула.	89:96	0:109
формула	NOUN	1700	1700-1916	1700-1916_формула_5824-16		Гомеопатия, вторит как эхо за "Врачом" д-р Вересаев, есть "обман общества", а гомеопаты -- "мудрецы, которые с легким сердцем все бесконечное разнообразие жизненных процессов втискивают в пару догматических формул".	207:213	0:215
формула	NOUN	1700	1700-1916	1700-1916_формула_5802-16		Одною из заветных формул того времени была "святая простота".	18:24	0:61
формула	NOUN	1700	1700-1916	1700-1916_формула_5784-16		Сегодня в присутствии ректора и деканов в университете произошло кровопролитное столкновение между польскими и русинскими студентами из-за формулы присяги.	139:146	0:155
формула	NOUN	1700	1700-1916	1700-1916_формула_5790-16		И в этом смысле формула Ницше "по ту сторону добра и зла" является важным, огромным шагом вперед.	16:23	0:97
формула	NOUN	1700	1700-1916	1700-1916_формула_5798-16		Продолжая исполнять обряды этой религии, не отказываясь от ее формул, которым я давала свои собственные толкования, я, сама того не подозревая, покинула узкую тропу ее доктрины.	62:68	0:177
формула	NOUN	1700	1700-1916	1700-1916_формула_5820-16		Другие формулы Кекуле не разъясняют вопроса о том, каким способом кислород, помещенный за фигурной скобкой, удерживает в молекуле различные составные части.	7:14	0:156
формула	NOUN	1700	1700-1916	1700-1916_формула_5818-16		Чем торговля, являющаяся по возникновении биржи, отличается по форме от торговли периода, предшествующего бирже Она ведется в известном, одном, исключительном месте, в известное, одно, исключительное время -- неужели вы не замечали до сих пор" что это -- черты, принадлежащие базарам и ярмаркам Теперь вы сами можете построить тройственную формулу, вас удивившую.	340:347	0:363
формула	NOUN	1700	1700-1916	1700-1916_формула_5796-16		Эта формула Родбертуса, прекрасно отражающая общее мировоззрение политической экономии, сохраняет верность и смысл и за ее пределами.	4:11	0:133
формула	NOUN	1700	1700-1916	1700-1916_формула_5810-16		Шедевры нового исторического романа, построенного вне традиционной романтической формулы, как "Le bon plaisir" и "Double maitresse" Анри де Ренье, как "La rotisserie de la reine Pedauque" и "Les dieux ont soif" Анатоля Франса, использовали именно эти возможности художественного воссоздания прошлого.	81:88	0:300
формула	NOUN	1700	1700-1916	1700-1916_формула_5794-16		"При таких-то условиях почвы, климата и общественности земледельческий труд выгоден на столько-то, а при иных -- вреден на столько-то" -- вот формула современной агрономической науки.	142:149	0:183
формула	NOUN	1700	1700-1916	1700-1916_формула_5800-16		Вследствие этого, если даны углы ф, ф1 и сторона AA1 = а треугольника ААМ, мы при помощи этих формул, найдя углы A, A1, вполне определим его.	94:100	0:141
формула	NOUN	1700	1700-1916	1700-1916_формула_5812-16		Двойное разложение, которое лежит в основе жераровского способа написания формул и которое, по мнению Купера, является ложной основой, представляет собой не единственный и не всеобщий вид химических превращений, но все же самый обычный.	74:80	0:236
формула	NOUN	1700	1700-1916	1700-1916_формула_5808-16		Все три формулы диамилена позволяют далее, аналогично окислению изодибутилена, допустить при окислении диамилена образование [сложной] кислоты С10Н2002 и особых кетонов С9Н180.	8:15	0:176
