lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4636-16		Меня всегда возмущало это нахальное любопытство уличной толпы в таких случаях, а теперь в особенности, потому что мне казалось, что канатчик почти принадлежал мне, как собрат по профессии.	168:174	0:188
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4638-16		В 1825 году рыскал я по Бородинскому полю, вслед за принцем Оранским, и вот он, тринадцать лет спустя, пришел с берегов Шельды поклониться тому месту, на котором русские заложили первый камень освобождения Европы, и этот камень была гробовая плита двадцати тысяч наших собратий!	269:277	0:278
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4688-16		Что ему до всего этого Он свое дело сделал, -- денежки получил и прав. * В подтверждение этого можно бы привести два-три примера, где подрядчики (неопытные юноши) к пущей радости своих собратий разорились потому только, что признавали в рабочих человеческие свойства.	185:193	0:267
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4660-16		Принимая на себя образ самозванных монахов, странников и юродивых, обчищают они людские карманы чуть ли не с большим успехом, чем все другие собраты по широкому искусству.	141:148	0:171
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4686-16		Литературные кружки оказывали ему внимание, маститый поэт Жуковский пожелал видеть нового собрата, который успел уже заявить себя в печати такими произведениями, как "Песня про Ивана Васильевича Грозного и купца Калашникова" и "Бородино".	90:97	0:238
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4644-16		Заиграла она очень знакомый мотив с необыкновенною правильностью, так что когда запели ее собратья, то стали сильно с ней расходиться.	90:98	0:134
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4672-16		Давно уже носились слухи о новом изменении Правительства, о новой радикальной революции, замысленной парижским Катилиною Бланки, который очень мало был поражен убийственным документом "Revue rtrospective" [где он являлся доносчиком], ему принадлежащим и где он, как сказано выше, являлся доносчиком своих собратьев перед старым Правительством и как-то кокетствует своим умением составлять тайные собрания, распределять людей и выдавать их при нужде.	305:314	0:449
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4648-16		Своим светлым умом он распознавал бессилие своих собратий, их расчет на увлечение минуты, их детскую заносчивость, их способность ликовать до победы, их стремление увлекаться в крайность, их самонадеянность и честолюбие, едва прикрытое возвышенными фразами.	49:57	0:257
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4650-16		Русский актер, по примеру своих заграничных собратьев, пошел на службу к кинематографу.	44:53	0:87
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4652-16		За это время Клубков успел довести свое хозяйство до возможно-цветущего состояния, и в момент освобождения, когда прочие его собратия отчасти лукавили, отчасти роптали, он с самодовольством видел, что лично для него крестьянский вопрос разрешился как бы сам собою.	125:133	0:264
собрат	NOUN	1700	1700-1916	1700-1916_собрат_4654-16		Контролирующей власти приходилось считаться так же точно с своими собратами по управлению, как и с публикой.	66:75	0:108
